,Marital status,Application mode,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
105,single,Change in institution/course,communication design,daytime,Finished High School,Other Degree,Finished High School,Science & Intellectual Specialists,Machine Operators & Assembly Workers,no,no,yes,yes,female,no,20,no,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate
106,single,1st phase -- general contingent,social service,daytime,Finished High School,General commerce course,Middle School,Adminstrative Staff,Skilled Industry,yes,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
107,single,1st phase -- general contingent,vetinary nursing,daytime,Finished High School,Finished High School,Finished High School,Adminstrative Staff,Adminstrative Staff,yes,no,no,yes,female,no,20,no,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
108,single,1st phase -- general contingent,nursing,daytime,Finished High School,Other Degree,Postgraduate Degree,Adminstrative Staff,Intermediate Level Technicians & Professions,yes,no,no,yes,female,no,20,no,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
109,single,2nd phase,basic education,daytime,Finished High School,General commerce course,Finished High School,Unskilled Workers,Intermediate Level Technicians & Professions,yes,no,no,yes,female,no,20,no,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
110,single,1st phase -- general contingent,social service,daytime,Finished High School,General commerce course,Elementary School,Skilled Farmers,Skilled Industry,yes,no,no,yes,female,no,18,no,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate
111,single,2nd phase,management,daytime,Finished High School,Finished High School,Middle School,Adminstrative Staff,Skilled Industry,yes,no,no,yes,female,yes,18,no,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled
112,single,1st phase -- general contingent,vetinary nursing,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,19,no,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
113,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,Finished High School,Middle School,Adminstrative Staff,Skilled Industry,yes,no,no,yes,female,no,18,no,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate
114,single,2nd phase,nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout
115,single,Change in course,nursing,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,"Personal Services, Security & Safety Workers",no,no,no,yes,female,no,20,no,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled
116,single,2nd phase,social service,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Skilled Industry,yes,no,no,yes,female,yes,20,no,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
117,single,2nd phase,management,daytime,Finished High School,General commerce course,Some High School,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,no,no,no,yes,female,no,20,no,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled
118,single,1st phase -- general contingent,vetinary nursing,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Skilled Industry,no,no,no,yes,female,no,18,no,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
119,single,1st phase -- general contingent,management,daytime,Finished High School,Bachelor's Degree,Some High School,Adminstrative Staff,"Personal Services, Security & Safety Workers",no,no,no,yes,female,no,18,no,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate
120,single,2nd phase,tourism,daytime,Finished High School,Finished High School,Finished High School,Adminstrative Staff,"Personal Services, Security & Safety Workers",yes,no,no,yes,female,no,21,no,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout
121,single,1st phase -- general contingent,management,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Skilled Industry,yes,no,no,yes,female,no,19,no,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
122,single,1st phase -- general contingent,animation and multimedia design,daytime,Finished High School,Other Degree,Some High School,Science & Intellectual Specialists,Unskilled Workers,no,no,no,yes,female,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
123,single,1st phase -- general contingent,advertising and marketing management,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,yes,19,no,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
124,single,1st phase -- general contingent,vetinary nursing,daytime,Finished High School,General commerce course,Middle School,Adminstrative Staff,Skilled Industry,yes,no,no,yes,female,no,19,no,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
125,single,2nd phase,oral hygiene,daytime,Finished High School,Finished High School,Finished High School,Adminstrative Staff,"Personal Services, Security & Safety Workers",yes,no,no,yes,female,no,19,no,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout
126,single,Technological specialization diploma holders,vetinary nursing,daytime,Technical Course,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,20,no,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate
127,single,1st phase -- general contingent,basic education,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Intermediate Level Technicians & Professions,yes,no,no,yes,female,yes,18,no,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled
128,single,2nd phase,social service,daytime,Finished High School,Finished High School,Technical Course,"Personal Services, Security & Safety Workers",Intermediate Level Technicians & Professions,yes,no,no,yes,female,no,18,no,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
129,single,2nd phase,nursing,daytime,Finished High School,Finished High School,Elementary School,Machine Operators & Assembly Workers,Unskilled Workers,yes,no,no,yes,female,no,19,no,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate
130,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Some High School,"Personal Services, Security & Safety Workers",Machine Operators & Assembly Workers,yes,no,no,yes,female,yes,18,no,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout
131,single,2nd phase,communication design,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
132,single,1st phase -- general contingent,management,daytime,Finished High School,Finished High School,Some High School,Adminstrative Staff,Machine Operators & Assembly Workers,yes,no,no,yes,female,no,19,no,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
133,single,2nd phase,nursing,daytime,Finished High School,Finished High School,Some High School,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,yes,no,no,yes,female,no,19,no,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
134,single,Change in course,social service,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Skilled Industry,no,no,no,yes,female,no,20,no,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate
135,single,1st phase -- general contingent,advertising and marketing management,daytime,Finished High School,Finished High School,Middle School,Intermediate Level Technicians & Professions,Unskilled Workers,no,no,yes,no,female,yes,19,no,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
136,single,2nd phase,advertising and marketing management,daytime,Finished High School,General commerce course,Some High School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",yes,no,no,yes,female,no,20,no,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
137,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,Finished High School,Finished High School,Health Professionals,"Food Processing, Woodworking, Textiles",no,no,yes,yes,female,yes,18,no,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate
138,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Finished High School,Adminstrative Staff,Skilled Industry,no,no,no,yes,female,yes,20,no,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled
139,single,3rd phase,nursing,daytime,Finished High School,General commerce course,Finished High School,Adminstrative Staff,Machine Operators & Assembly Workers,no,no,no,yes,female,no,18,no,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
140,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,19,no,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
141,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,General commerce course,Finished High School,Adminstrative Staff,Adminstrative Staff,yes,no,no,yes,female,yes,19,no,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate
142,single,Change in institution/course,management,daytime,Finished High School,Other Degree,Finished High School,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,yes,no,yes,no,female,no,22,no,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled
143,single,1st phase -- general contingent,social service,daytime,Finished High School,Finished High School,Some High School,Unskilled Workers,Armed Forces,yes,no,no,yes,female,yes,19,no,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
144,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Skilled Industry,yes,no,no,yes,female,yes,19,no,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate
145,single,2nd phase,basic education,daytime,Finished High School,General commerce course,Middle School,"Personal Services, Security & Safety Workers",Skilled Farmers,yes,no,no,yes,female,yes,19,no,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate
146,single,1st phase -- general contingent,tourism,daytime,Finished High School,Some High School,Some High School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,19,no,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
147,single,2nd phase,tourism,daytime,Finished High School,Finished High School,Elementary School,Unskilled Workers,Armed Forces,yes,no,no,yes,female,no,20,no,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,Dropout
148,single,1st phase -- general contingent,management,daytime,Finished High School,Other Degree,Some High School,Science & Intellectual Specialists,Armed Forces,no,no,no,yes,female,no,18,no,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate
149,single,1st phase -- general contingent,nursing,daytime,Finished High School,Finished High School,Some High School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,yes,20,no,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,Graduate
150,single,1st phase -- general contingent,animation and multimedia design,daytime,Finished High School,Other Degree,Elementary School,Science & Intellectual Specialists,Machine Operators & Assembly Workers,yes,no,no,yes,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
151,single,1st phase -- general contingent,vetinary nursing,daytime,Finished High School,Finished High School,Middle School,Adminstrative Staff,Skilled Industry,no,no,no,yes,female,no,19,no,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
152,single,2nd phase,basic education,daytime,Finished High School,General commerce course,Middle School,Skilled Industry,Skilled Farmers,yes,no,no,yes,female,no,18,no,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled
153,single,1st phase -- general contingent,basic education,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate
154,single,Change in course,basic education,daytime,Finished High School,Other Degree,Elementary School,Science & Intellectual Specialists,"Personal Services, Security & Safety Workers",yes,no,no,yes,female,no,21,no,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout
155,single,1st phase -- general contingent,basic education,daytime,Finished High School,General commerce course,Elementary School,Skilled Farmers,Skilled Farmers,no,no,no,yes,female,no,19,no,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout
156,single,1st phase -- general contingent,management,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,yes,18,no,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate
157,single,2nd phase,social service,daytime,Finished High School,Finished High School,Elementary School,Skilled Industry,Unskilled Workers,yes,no,no,yes,female,yes,18,no,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,Graduate
158,single,1st phase -- general contingent,social service,daytime,Finished High School,General commerce course,Finished High School,Unskilled Workers,Armed Forces,yes,no,no,yes,female,no,20,no,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate
159,single,Over 23 years old,social service (evening),evening,Finished High School,Finished High School,Some High School,Skilled Farmers,Machine Operators & Assembly Workers,no,no,no,yes,female,yes,24,no,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate
160,single,1st phase -- general contingent,advertising and marketing management,daytime,Finished High School,General commerce course,Finished High School,Adminstrative Staff,Executive Managers,no,no,no,yes,female,no,19,no,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout
161,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Skilled Industry,yes,no,no,yes,female,yes,18,no,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,Graduate
162,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate
163,single,2nd phase,basic education,daytime,Finished High School,Some High School,Some High School,Adminstrative Staff,Adminstrative Staff,yes,no,no,yes,female,no,21,no,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout
164,single,2nd phase,advertising and marketing management,daytime,Finished High School,Finished High School,Some High School,"Personal Services, Security & Safety Workers",Adminstrative Staff,no,no,no,yes,female,no,19,no,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
165,single,2nd phase,journalism and communication,daytime,Finished High School,General commerce course,Elementary School,Skilled Industry,Skilled Industry,no,no,no,yes,female,yes,19,no,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate
166,widower,Over 23 years old,argonomy,daytime,Finished High School,Finished High School,Elementary School,Skilled Farmers,Skilled Farmers,no,no,yes,yes,female,no,47,no,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled
167,single,2nd phase,social service,daytime,Finished High School,General commerce course,Some High School,Skilled Industry,Machine Operators & Assembly Workers,no,no,no,yes,female,no,19,no,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate
168,single,Over 23 years old,nursing,daytime,Other Degree,Bachelor's Degree,Bachelor's Degree,Executive Managers,Executive Managers,no,no,no,yes,female,no,29,no,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate
169,single,Change in course,social service,daytime,Finished High School,General commerce course,Some High School,Adminstrative Staff,Machine Operators & Assembly Workers,yes,no,no,yes,female,no,21,no,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,Dropout
